"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","gamma-glutamylcyclotransferase activity","GO:0003839","1","0","3","616","1","9453","TC004115"
"GO:MF","1,4-alpha-glucan branching enzyme activity","GO:0003844","1","0","1","616","1","9453","TC004619"
"GO:MF","ATP citrate synthase activity","GO:0003878","1","0","1","616","1","9453","TC015096"
"GO:MF","CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity","GO:0003881","1","0","1","616","1","9453","TC015176"
"GO:MF","D-amino-acid oxidase activity","GO:0003884","1","0","2","616","1","9453","TC003417"
"GO:MF","DNA-directed 5'-3' RNA polymerase activity","GO:0003899","1","0","33","616","4","9453","TC005516,TC006301,TC010518,TC015082"
"GO:MF","GMP synthase activity","GO:0003921","1","0","1","616","1","9453","TC030725"
"GO:MF","GTPase activity","GO:0003924","1","0","155","616","12","9453","TC001103,TC001612,TC001713,TC004583,TC004873,TC006313,TC006627,TC008784,TC010420,TC010829,TC010866,TC014984"
"GO:MF","oxidoreductase activity, acting on a sulfur group of donors","GO:0016667","1","0","45","616","4","9453","TC002471,TC004743,TC009487,TC015079"
"GO:MF","nuclear export signal receptor activity","GO:0005049","1","0","6","616","1","9453","TC015935"
"GO:MF","GDP-dissociation inhibitor activity","GO:0005092","1","0","6","616","1","9453","TC009818"
"GO:MF","neutral L-amino acid transmembrane transporter activity","GO:0015175","1","0","6","616","1","9453","TC005358"
"GO:MF","L-amino acid transmembrane transporter activity","GO:0015179","1","0","39","616","3","9453","TC002616,TC005358,TC015635"
"GO:MF","glycine transmembrane transporter activity","GO:0015187","1","0","4","616","1","9453","TC005358"
"GO:MF","nucleotide transmembrane transporter activity","GO:0015215","1","0","12","616","2","9453","TC004639,TC005981"
"GO:MF","purine nucleotide transmembrane transporter activity","GO:0015216","1","0","10","616","1","9453","TC005981"
"GO:MF","acyl carnitine transmembrane transporter activity","GO:0015227","1","0","1","616","1","9453","TC004690"
"GO:MF","coenzyme A transmembrane transporter activity","GO:0015228","1","0","2","616","1","9453","TC005981"
"GO:MF","FAD transmembrane transporter activity","GO:0015230","1","0","2","616","1","9453","TC004639"
"GO:MF","sterol transporter activity","GO:0015248","1","0","8","616","1","9453","TC014227"
"GO:MF","proton channel activity","GO:0015252","1","0","18","616","5","9453","TC005628,TC008354,TC010758,TC013931,TC015322"
"GO:MF","channel activity","GO:0015267","1","0","266","616","12","9453","TC004130,TC004591,TC005628,TC006171,TC007305,TC008354,TC008787,TC009170,TC010758,TC011257,TC013931,TC015322"
"GO:MF","outward rectifier potassium channel activity","GO:0015271","1","0","3","616","1","9453","TC004130"
"GO:MF","ligand-gated monoatomic ion channel activity","GO:0015276","1","0","102","616","2","9453","TC006171,TC009170"
"GO:MF","secondary active transmembrane transporter activity","GO:0015291","1","0","96","616","4","9453","TC001752,TC004855,TC005842,TC013747"
"GO:MF","symporter activity","GO:0015293","1","0","52","616","3","9453","TC001752,TC005842,TC013747"
"GO:MF","solute:monoatomic cation symporter activity","GO:0015294","1","0","33","616","2","9453","TC001752,TC005842"
"GO:MF","monoatomic anion:monoatomic cation symporter activity","GO:0015296","1","0","13","616","2","9453","TC001752,TC005842"
"GO:MF","antiporter activity","GO:0015297","1","0","28","616","1","9453","TC004855"
"GO:MF","inorganic molecular entity transmembrane transporter activity","GO:0015318","1","0","307","616","17","9453","TC001752,TC004130,TC004591,TC004599,TC004680,TC005628,TC005842,TC007305,TC008354,TC008422,TC008787,TC010758,TC011526,TC012133,TC013931,TC014895,TC015322"
"GO:MF","solute:sodium symporter activity","GO:0015370","1","0","26","616","1","9453","TC005842"
"GO:MF","monoatomic anion:sodium symporter activity","GO:0015373","1","0","10","616","1","9453","TC005842"
"GO:MF","chloride:monoatomic cation symporter activity","GO:0015377","1","0","13","616","2","9453","TC001752,TC005842"
"GO:MF","sodium:chloride symporter activity","GO:0015378","1","0","10","616","1","9453","TC005842"
"GO:MF","amino acid transmembrane transporter activity","GO:0015171","1","0","82","616","4","9453","TC002616,TC005358,TC006171,TC015635"
"GO:MF","potassium:chloride symporter activity","GO:0015379","1","0","5","616","1","9453","TC001752"
"GO:MF","carbohydrate transmembrane transporter activity","GO:0015144","1","0","28","616","1","9453","TC012830"
"GO:MF","inorganic anion transmembrane transporter activity","GO:0015103","1","0","62","616","4","9453","TC001752,TC005842,TC007305,TC008787"
"GO:MF","plus-end-directed microtubule motor activity","GO:0008574","1","0","23","616","1","9453","TC004134"
"GO:MF","cAMP-dependent protein kinase regulator activity","GO:0008603","1","0","3","616","1","9453","TC009259"
"GO:MF","rRNA methyltransferase activity","GO:0008649","1","0","13","616","1","9453","TC011527"
"GO:MF","(3R)-3-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity","GO:0008659","1","0","6","616","1","9453","TC011522"
"GO:MF","N-acetylmuramoyl-L-alanine amidase activity","GO:0008745","1","0","7","616","1","9453","TC002546"
"GO:MF","N-acetylneuraminate lyase activity","GO:0008747","1","0","2","616","1","9453","TC014551"
"GO:MF","S-adenosylmethionine-dependent methyltransferase activity","GO:0008757","1","0","106","616","7","9453","TC003094,TC004581,TC010168,TC011527,TC013789,TC015179,TC015826"
"GO:MF","electron transfer activity","GO:0009055","1","0","63","616","9","9453","TC000992,TC002817,TC004680,TC004703,TC004939,TC005841,TC010331,TC012131,TC014895"
"GO:MF","four-way junction helicase activity","GO:0009378","1","0","6","616","1","9453","TC004664"
"GO:MF","fatty acid elongase activity","GO:0009922","1","0","18","616","1","9453","TC011121"
"GO:MF","calcium-dependent protein serine/threonine kinase activity","GO:0009931","1","0","8","616","1","9453","TC013565"
"GO:MF","pseudouridine synthase activity","GO:0009982","1","0","10","616","1","9453","TC001704"
"GO:MF","calcium-dependent protein kinase activity","GO:0010857","1","0","8","616","1","9453","TC013565"
"GO:MF","galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity","GO:0015018","1","0","2","616","1","9453","TC004674"
"GO:MF","glucuronosyltransferase activity","GO:0015020","1","0","18","616","4","9453","TC004674,TC004758,TC004910,TC007056"
"GO:MF","protein-disulfide reductase activity","GO:0015035","1","0","27","616","2","9453","TC002471,TC009487"
"GO:MF","disulfide oxidoreductase activity","GO:0015036","1","0","32","616","2","9453","TC002471,TC009487"
"GO:MF","monoatomic ion transmembrane transporter activity","GO:0015075","1","0","373","616","20","9453","TC001752,TC004130,TC004591,TC004599,TC004680,TC005628,TC005842,TC006171,TC007305,TC008354,TC008422,TC008787,TC009170,TC010758,TC010764,TC011526,TC012133,TC013931,TC014895,TC015322"
"GO:MF","proton transmembrane transporter activity","GO:0015078","1","0","68","616","9","9453","TC004599,TC004680,TC005628,TC008354,TC010758,TC012133,TC013931,TC014895,TC015322"
"GO:MF","potassium ion transmembrane transporter activity","GO:0015079","1","0","73","616","2","9453","TC001752,TC004130"
"GO:MF","sodium ion transmembrane transporter activity","GO:0015081","1","0","72","616","1","9453","TC005842"
"GO:MF","calcium ion transmembrane transporter activity","GO:0015085","1","0","45","616","3","9453","TC004591,TC008422,TC011526"
"GO:MF","organic cation transmembrane transporter activity","GO:0015101","1","0","5","616","1","9453","TC004690"
"GO:MF","chloride transmembrane transporter activity","GO:0015108","1","0","45","616","4","9453","TC001752,TC005842,TC007305,TC008787"
"GO:MF","microtubule severing ATPase activity","GO:0008568","1","0","3","616","1","9453","TC010011"
"GO:MF","primary active transmembrane transporter activity","GO:0015399","1","0","143","616","10","9453","TC002817,TC004599,TC004680,TC008354,TC010434,TC010758,TC011526,TC012133,TC014895,TC015322"
"GO:MF","organophosphate ester transmembrane transporter activity","GO:0015605","1","0","12","616","2","9453","TC004639,TC005981"
"GO:MF","O-palmitoyltransferase activity","GO:0016416","1","0","2","616","1","9453","TC004777"
"GO:MF","S-acyltransferase activity","GO:0016417","1","0","22","616","4","9453","TC004116,TC004861,TC005597,TC011522"
"GO:MF","S-acetyltransferase activity","GO:0016418","1","0","7","616","2","9453","TC005597,TC011522"
"GO:MF","CoA carboxylase activity","GO:0016421","1","0","5","616","1","9453","TC015613"
"GO:MF","rRNA (adenine) methyltransferase activity","GO:0016433","1","0","6","616","1","9453","TC011527"
"GO:MF","C-acetyltransferase activity","GO:0016453","1","0","3","616","1","9453","TC010774"
"GO:MF","pyrophosphatase activity","GO:0016462","1","0","435","616","34","9453","TC000188,TC001073,TC001103,TC001612,TC001713,TC002463,TC004583,TC004664,TC004800,TC004873,TC005004,TC006313,TC006627,TC007076,TC007103,TC008354,TC008415,TC008784,TC010011,TC010420,TC010434,TC010805,TC010829,TC010866,TC011200,TC011526,TC013301,TC013546,TC014226,TC014984,TC015322,TC030605,TC030725,TC030760"
"GO:MF","oxidoreductase activity","GO:0016491","1","0","699","616","44","9453","TC000466,TC000476,TC000790,TC000992,TC001744,TC002471,TC002817,TC003417,TC003649,TC004579,TC004661,TC004680,TC004743,TC005233,TC006170,TC006471,TC007511,TC007608,TC007643,TC008058,TC008348,TC009166,TC009487,TC010109,TC010448,TC010807,TC010839,TC010855,TC011522,TC012131,TC013433,TC013567,TC013602,TC014166,TC014173,TC014228,TC014229,TC014309,TC014895,TC015079,TC015591,TC015719,TC015907,TC015979"
"GO:MF","peptidase activator activity","GO:0016504","1","0","15","616","1","9453","TC013292"
"GO:MF","cyclin-dependent protein serine/threonine kinase regulator activity","GO:0016538","1","0","23","616","2","9453","TC009262,TC009550"
"GO:MF","oxidoreductase activity, acting on CH-OH group of donors","GO:0016614","1","0","127","616","13","9453","TC001744,TC005233,TC007608,TC007643,TC008348,TC010448,TC010855,TC011522,TC012131,TC013567,TC014166,TC015719,TC015907"
"GO:MF","malate dehydrogenase activity","GO:0016615","1","0","8","616","2","9453","TC005233,TC007643"
"GO:MF","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","GO:0016616","1","0","90","616","8","9453","TC001744,TC005233,TC007643,TC010448,TC010855,TC011522,TC013567,TC014166"
"GO:MF","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","GO:0016620","1","0","43","616","2","9453","TC006170,TC015979"
"GO:MF","oxidoreductase activity, acting on the CH-CH group of donors","GO:0016627","1","0","53","616","4","9453","TC000466,TC000992,TC011522,TC015907"
"GO:MF","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","GO:0016628","1","0","25","616","2","9453","TC011522,TC015907"
"GO:MF","enoyl-[acyl-carrier-protein] reductase activity","GO:0016631","1","0","6","616","1","9453","TC011522"
"GO:MF","oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor","GO:0016634","1","0","5","616","1","9453","TC000466"
"GO:MF","oxidoreductase activity, acting on the CH-NH2 group of donors","GO:0016638","1","0","12","616","1","9453","TC003417"
"GO:MF","oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor","GO:0016641","1","0","7","616","1","9453","TC003417"
"GO:MF","oxidoreductase activity, acting on the CH-NH group of donors","GO:0016645","1","0","25","616","1","9453","TC009166"
"GO:MF","oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor","GO:0016647","1","0","10","616","1","9453","TC009166"
"GO:MF","oxidoreductase activity, acting on NAD(P)H","GO:0016651","1","0","34","616","1","9453","TC002817"
"GO:MF","O-acetyltransferase activity","GO:0016413","1","0","3","616","1","9453","TC014006"
"GO:MF","oxidoreduction-driven active transmembrane transporter activity","GO:0015453","1","0","36","616","3","9453","TC002817,TC004680,TC014895"
"GO:MF","acylglycerol O-acyltransferase activity","GO:0016411","1","0","12","616","1","9453","TC000678"
"GO:MF","palmitoyltransferase activity","GO:0016409","1","0","21","616","4","9453","TC004116,TC004777,TC004861,TC030549"
"GO:MF","tubulin binding","GO:0015631","1","0","136","616","16","9453","TC002404,TC004134,TC004151,TC004800,TC008402,TC008618,TC009109,TC009721,TC010011,TC010420,TC012341,TC013546,TC013742,TC014226,TC014642,TC030652"
"GO:MF","fatty acid ligase activity","GO:0015645","1","0","27","616","1","9453","TC006471"
"GO:MF","quaternary ammonium group transmembrane transporter activity","GO:0015651","1","0","1","616","1","9453","TC004690"
"GO:MF","P-type ion transporter activity","GO:0015662","1","0","9","616","1","9453","TC011526"
"GO:MF","glucosidase activity","GO:0015926","1","0","18","616","1","9453","TC004953"
"GO:MF","trehalase activity","GO:0015927","1","0","6","616","1","9453","TC006698"
"GO:MF","hexosaminidase activity","GO:0015929","1","0","12","616","1","9453","TC011540"
"GO:MF","nucleobase-containing compound transmembrane transporter activity","GO:0015932","1","0","27","616","3","9453","TC004639,TC005981,TC015033"
"GO:MF","cyclosporin A binding","GO:0016018","1","0","9","616","1","9453","TC014505"
"GO:MF","antioxidant activity","GO:0016209","1","0","39","616","4","9453","TC004579,TC004661,TC010839,TC013602"
"GO:MF","channel regulator activity","GO:0016247","1","0","20","616","1","9453","TC008118"
"GO:MF","arginine N-methyltransferase activity","GO:0016273","1","0","8","616","1","9453","TC004581"
"GO:MF","protein-arginine N-methyltransferase activity","GO:0016274","1","0","8","616","1","9453","TC004581"
"GO:MF","lysine N-methyltransferase activity","GO:0016278","1","0","20","616","2","9453","TC003094,TC015826"
"GO:MF","protein-lysine N-methyltransferase activity","GO:0016279","1","0","20","616","2","9453","TC003094,TC015826"
"GO:MF","fatty acyl-[ACP] hydrolase activity","GO:0016297","1","0","6","616","1","9453","TC011522"
"GO:MF","lipase activity","GO:0016298","1","0","80","616","4","9453","TC001035,TC004663,TC007628,TC008216"
"GO:MF","kinase activity","GO:0016301","1","0","389","616","32","9453","TC000382,TC001087,TC001754,TC002522,TC002973,TC003645,TC004380,TC004721,TC004724,TC004776,TC004792,TC005644,TC006299,TC006474,TC007481,TC008860,TC009259,TC009314,TC010814,TC010831,TC011145,TC011541,TC012347,TC012367,TC013565,TC014023,TC014181,TC014210,TC015081,TC015365,TC015628,TC030744"
"GO:MF","1-phosphatidylinositol-5-phosphate 4-kinase activity","GO:0016309","1","0","1","616","1","9453","TC015628"
"GO:MF","CoA-ligase activity","GO:0016405","1","0","29","616","1","9453","TC006471"
"GO:MF","carnitine O-acyltransferase activity","GO:0016406","1","0","3","616","2","9453","TC004777,TC014006"
"GO:MF","acetyltransferase activity","GO:0016407","1","0","42","616","7","9453","TC000030,TC003573,TC005597,TC010774,TC011522,TC014006,TC014209"
"GO:MF","C-acyltransferase activity","GO:0016408","1","0","7","616","2","9453","TC010774,TC030464"
"GO:MF","N-acyltransferase activity","GO:0016410","1","0","33","616","3","9453","TC000030,TC003573,TC006052"
"GO:MF","guanyl-nucleotide exchange factor activity","GO:0005085","1","0","81","616","10","9453","TC001109,TC001759,TC002423,TC003070,TC004696,TC005815,TC007148,TC011637,TC014600,TC015124"
"GO:MF","G protein-coupled peptide receptor activity","GO:0008528","1","0","39","616","1","9453","TC007170"
"GO:MF","organic anion transmembrane transporter activity","GO:0008514","1","0","135","616","6","9453","TC002616,TC004639,TC005358,TC005981,TC006171,TC015635"
"GO:MF","manganese ion transmembrane transporter activity","GO:0005384","1","0","4","616","2","9453","TC008422,TC011526"
"GO:MF","P-type calcium transporter activity","GO:0005388","1","0","3","616","1","9453","TC011526"
"GO:MF","soluble NSF attachment protein activity","GO:0005483","1","0","3","616","1","9453","TC013571"
"GO:MF","binding","GO:0005488","1","0","6449","616","429","9453","TC000027,TC000032,TC000070,TC000085,TC000188,TC000222,TC000223,TC000382,TC000463,TC000476,TC000477,TC000481,TC000502,TC000505,TC000537,TC000590,TC000992,TC001073,TC001087,TC001089,TC001103,TC001108,TC001109,TC001192,TC001193,TC001259,TC001601,TC001607,TC001612,TC001616,TC001624,TC001697,TC001701,TC001704,TC001711,TC001713,TC001715,TC001742,TC001743,TC001744,TC001750,TC001753,TC001754,TC001755,TC001759,TC001761,TC002403,TC002404,TC002463,TC002505,TC002522,TC002540,TC002545,TC002546,TC002622,TC002672,TC002825,TC002864,TC002911,TC002912,TC002949,TC002963,TC002973,TC003070,TC003079,TC003094,TC003119,TC003202,TC003212,TC003222,TC003247,TC003366,TC003401,TC003417,TC003474,TC003540,TC003555,TC003562,TC003574,TC003588,TC003594,TC003645,TC003731,TC003774,TC003799,TC003827,TC003964,TC004014,TC004017,TC004120,TC004125,TC004130,TC004131,TC004134,TC004144,TC004145,TC004151,TC004152,TC004311,TC004380,TC004478,TC004497,TC004579,TC004583,TC004600,TC004615,TC004619,TC004637,TC004638,TC004658,TC004661,TC004664,TC004667,TC004672,TC004674,TC004676,TC004696,TC004697,TC004703,TC004711,TC004720,TC004721,TC004724,TC004776,TC004792,TC004799,TC004800,TC004801,TC004855,TC004865,TC004873,TC004939,TC004953,TC005004,TC005186,TC005233,TC005412,TC005415,TC005445,TC005524,TC005525,TC005532,TC005638,TC005644,TC005665,TC005702,TC005794,TC005820,TC005822,TC005841,TC006052,TC006152,TC006168,TC006170,TC006296,TC006299,TC006301,TC006313,TC006314,TC006323,TC006471,TC006474,TC006604,TC006627,TC006673,TC006704,TC007077,TC007081,TC007086,TC007103,TC007113,TC007136,TC007146,TC007147,TC007168,TC007173,TC007176,TC007229,TC007253,TC007304,TC007305,TC007382,TC007434,TC007481,TC007511,TC007512,TC007608,TC007618,TC007656,TC007847,TC007848,TC007849,TC007850,TC007870,TC007893,TC007906,TC008014,TC008058,TC008111,TC008118,TC008130,TC008131,TC008292,TC008294,TC008331,TC008332,TC008339,TC008348,TC008350,TC008354,TC008372,TC008388,TC008402,TC008406,TC008410,TC008415,TC008417,TC008426,TC008618,TC008716,TC008784,TC008860,TC008997,TC009028,TC009109,TC009171,TC009240,TC009250,TC009259,TC009262,TC009265,TC009267,TC009268,TC009280,TC009314,TC009437,TC009441,TC009539,TC009542,TC009546,TC009548,TC009551,TC009555,TC009633,TC009721,TC009739,TC009818,TC010011,TC010046,TC010109,TC010157,TC010168,TC010322,TC010331,TC010334,TC010336,TC010405,TC010418,TC010420,TC010433,TC010434,TC010446,TC010448,TC010518,TC010637,TC010657,TC010662,TC010763,TC010772,TC010778,TC010780,TC010783,TC010804,TC010805,TC010807,TC010814,TC010829,TC010831,TC010839,TC010856,TC010866,TC010872,TC010896,TC010952,TC011040,TC011106,TC011114,TC011145,TC011200,TC011241,TC011317,TC011347,TC011442,TC011443,TC011516,TC011522,TC011523,TC011526,TC011527,TC011541,TC011542,TC011547,TC011637,TC011978,TC012019,TC012023,TC012028,TC012055,TC012131,TC012133,TC012341,TC012347,TC012367,TC012384,TC012388,TC012417,TC012455,TC012672,TC012817,TC012831,TC013047,TC013075,TC013218,TC013292,TC013301,TC013312,TC013413,TC013432,TC013433,TC013546,TC013565,TC013570,TC013571,TC013579,TC013586,TC013589,TC013602,TC013604,TC013629,TC013635,TC013689,TC013742,TC013758,TC013762,TC013782,TC013790,TC013885,TC013894,TC014005,TC014014,TC014023,TC014040,TC014041,TC014047,TC014163,TC014173,TC014179,TC014181,TC014203,TC014209,TC014210,TC014217,TC014226,TC014227,TC014228,TC014229,TC014271,TC014273,TC014309,TC014378,TC014398,TC014465,TC014505,TC014516,TC014642,TC014658,TC014899,TC014905,TC014984,TC015014,TC015016,TC015072,TC015073,TC015074,TC015081,TC015082,TC015096,TC015124,TC015184,TC015322,TC015347,TC015348,TC015365,TC015374,TC015386,TC015512,TC015532,TC015591,TC015613,TC015622,TC015626,TC015628,TC015629,TC015669,TC015719,TC015755,TC015816,TC015819,TC015826,TC015907,TC015935,TC015941,TC015985,TC015986,TC015996,TC016197,TC016231,TC030423,TC030464,TC030596,TC030598,TC030605,TC030614,TC030652,TC030725,TC030744,TC030760,TC030779,TC030783"
"GO:MF","steroid binding","GO:0005496","1","0","22","616","1","9453","TC014227"
"GO:MF","fatty acid binding","GO:0005504","1","0","7","616","1","9453","TC014209"
"GO:MF","iron ion binding","GO:0005506","1","0","179","616","6","9453","TC000476,TC007511,TC008058,TC012131,TC013433,TC015591"
"GO:MF","copper ion binding","GO:0005507","1","0","21","616","2","9453","TC010839,TC013602"
"GO:MF","calcium ion binding","GO:0005509","1","0","212","616","19","9453","TC000222,TC000537,TC001761,TC003574,TC004672,TC004855,TC005820,TC007146,TC007304,TC008118,TC009548,TC013047,TC013570,TC013635,TC014005,TC014014,TC014040,TC015184,TC015622"
"GO:MF","protein binding","GO:0005515","1","0","2368","616","177","9453","TC000032,TC000188,TC000502,TC000505,TC000537,TC000590,TC001073,TC001087,TC001103,TC001108,TC001109,TC001193,TC001607,TC001612,TC001616,TC001697,TC001711,TC001715,TC001742,TC001743,TC001750,TC001759,TC002404,TC002522,TC002545,TC002672,TC002864,TC002911,TC002949,TC002963,TC003070,TC003079,TC003094,TC003212,TC003222,TC003401,TC003540,TC003774,TC003799,TC003964,TC004014,TC004017,TC004120,TC004130,TC004134,TC004144,TC004151,TC004152,TC004311,TC004497,TC004637,TC004638,TC004667,TC004676,TC004696,TC004720,TC004721,TC004792,TC004799,TC004800,TC004801,TC005004,TC005186,TC005532,TC005638,TC005794,TC005822,TC006152,TC006299,TC006314,TC006323,TC006474,TC006673,TC006704,TC007086,TC007136,TC007146,TC007147,TC007173,TC007253,TC007305,TC007512,TC007618,TC007849,TC007850,TC007893,TC007906,TC008111,TC008118,TC008130,TC008131,TC008292,TC008294,TC008331,TC008332,TC008402,TC008417,TC008426,TC008618,TC008997,TC009028,TC009109,TC009240,TC009546,TC009548,TC009551,TC009633,TC009721,TC009818,TC010011,TC010046,TC010322,TC010420,TC010446,TC010662,TC010780,TC010783,TC010804,TC010805,TC010856,TC010952,TC011347,TC011547,TC011637,TC012023,TC012028,TC012341,TC012347,TC012388,TC012817,TC012831,TC013075,TC013292,TC013546,TC013565,TC013570,TC013571,TC013579,TC013589,TC013604,TC013689,TC013742,TC013762,TC013790,TC013894,TC014023,TC014041,TC014163,TC014179,TC014181,TC014217,TC014226,TC014273,TC014465,TC014642,TC014658,TC014905,TC015014,TC015016,TC015124,TC015365,TC015622,TC015626,TC015816,TC015819,TC015826,TC015935,TC015941,TC015986,TC016197,TC030596,TC030598,TC030614,TC030652,TC030760,TC030779,TC030783"
"GO:MF","calmodulin binding","GO:0005516","1","0","31","616","1","9453","TC013565"
"GO:MF","GTP binding","GO:0005525","1","0","189","616","15","9453","TC001087,TC001103,TC001612,TC001713,TC004583,TC004873,TC006313,TC006627,TC008402,TC008784,TC010420,TC010829,TC010866,TC012055,TC014984"
"GO:MF","mannose binding","GO:0005537","1","0","3","616","1","9453","TC004676"
"GO:MF","glycosaminoglycan binding","GO:0005539","1","0","14","616","1","9453","TC007081"
"GO:MF","phospholipid binding","GO:0005543","1","0","142","616","14","9453","TC001109,TC003202,TC004672,TC005524,TC005525,TC007173,TC007656,TC007906,TC009739,TC012055,TC013312,TC014378,TC015669,TC015996"
"GO:MF","calcium-dependent phospholipid binding","GO:0005544","1","0","18","616","1","9453","TC004672"
"GO:MF","1-phosphatidylinositol binding","GO:0005545","1","0","3","616","2","9453","TC007656,TC007906"
"GO:MF","phosphatidylinositol-4,5-bisphosphate binding","GO:0005546","1","0","8","616","1","9453","TC007906"
"GO:MF","phosphatidylinositol-3,4,5-trisphosphate binding","GO:0005547","1","0","3","616","1","9453","TC007656"
"GO:MF","phospholipid transporter activity","GO:0005548","1","0","11","616","1","9453","TC013581"
"GO:MF","odorant binding","GO:0005549","1","0","272","616","1","9453","TC030423"
"GO:MF","beta-catenin binding","GO:0008013","1","0","8","616","1","9453","TC006314"
"GO:MF","microtubule binding","GO:0008017","1","0","106","616","13","9453","TC002404,TC004134,TC004151,TC004800,TC008618,TC009109,TC009721,TC010011,TC010420,TC012341,TC013546,TC013742,TC014226"
"GO:MF","purine ribonucleotide transmembrane transporter activity","GO:0005346","1","0","8","616","1","9453","TC005981"
"GO:MF","axon guidance receptor activity","GO:0008046","1","0","7","616","1","9453","TC004721"
"GO:MF","organic acid transmembrane transporter activity","GO:0005342","1","0","117","616","5","9453","TC002616,TC004639,TC005358,TC006171,TC015635"
"GO:MF","neurotransmitter:sodium symporter activity","GO:0005328","1","0","17","616","1","9453","TC005842"
"GO:MF","GTPase activator activity","GO:0005096","1","0","85","616","9","9453","TC003222,TC004583,TC007618,TC007868,TC009818,TC013589,TC015650,TC015747,TC015986"
"GO:MF","signaling receptor binding","GO:0005102","1","0","157","616","10","9453","TC001612,TC002522,TC003070,TC008417,TC009551,TC010804,TC013075,TC013579,TC014179,TC015941"
"GO:MF","cytokine activity","GO:0005125","1","0","22","616","1","9453","TC013579"
"GO:MF","cytokine receptor binding","GO:0005126","1","0","3","616","1","9453","TC013579"
"GO:MF","tumor necrosis factor receptor binding","GO:0005164","1","0","3","616","1","9453","TC013579"
"GO:MF","structural molecule activity","GO:0005198","1","0","363","616","27","9453","TC000641,TC001231,TC003826,TC004131,TC004462,TC004742,TC004873,TC007136,TC007173,TC009260,TC009555,TC009739,TC010780,TC010829,TC010830,TC011241,TC011517,TC011518,TC012375,TC013629,TC014272,TC014515,TC015013,TC015014,TC015124,TC015512,TC015728"
"GO:MF","structural constituent of cytoskeleton","GO:0005200","1","0","15","616","3","9453","TC004873,TC007173,TC010829"
"GO:MF","transporter activity","GO:0005215","1","0","846","616","45","9453","TC001323,TC001752,TC001773,TC002616,TC002817,TC004130,TC004493,TC004591,TC004599,TC004639,TC004680,TC004690,TC004711,TC004855,TC005358,TC005628,TC005842,TC005981,TC006171,TC007305,TC008354,TC008422,TC008783,TC008787,TC009170,TC010434,TC010758,TC010764,TC010839,TC011135,TC011257,TC011526,TC012133,TC012830,TC013255,TC013581,TC013602,TC013747,TC013931,TC014227,TC014877,TC014895,TC015033,TC015322,TC015635"
"GO:MF","monoatomic ion channel activity","GO:0005216","1","0","248","616","11","9453","TC004130,TC004591,TC005628,TC006171,TC007305,TC008354,TC008787,TC009170,TC010758,TC013931,TC015322"
"GO:MF","extracellular ligand-gated monoatomic ion channel activity","GO:0005230","1","0","62","616","2","9453","TC006171,TC009170"
"GO:MF","excitatory extracellular ligand-gated monoatomic ion channel activity","GO:0005231","1","0","30","616","1","9453","TC009170"
"GO:MF","voltage-gated monoatomic ion channel activity","GO:0005244","1","0","62","616","2","9453","TC004130,TC004591"
"GO:MF","voltage-gated calcium channel activity","GO:0005245","1","0","13","616","1","9453","TC004591"
"GO:MF","calcium channel regulator activity","GO:0005246","1","0","4","616","1","9453","TC008118"
"GO:MF","voltage-gated potassium channel activity","GO:0005249","1","0","36","616","1","9453","TC004130"
"GO:MF","A-type (transient outward) potassium channel activity","GO:0005250","1","0","1","616","1","9453","TC004130"
"GO:MF","monoatomic anion channel activity","GO:0005253","1","0","32","616","2","9453","TC007305,TC008787"
"GO:MF","chloride channel activity","GO:0005254","1","0","30","616","2","9453","TC007305,TC008787"
"GO:MF","monoatomic cation channel activity","GO:0005261","1","0","165","616","8","9453","TC004130,TC004591,TC005628,TC008354,TC009170,TC010758,TC013931,TC015322"
"GO:MF","calcium channel activity","GO:0005262","1","0","40","616","1","9453","TC004591"
"GO:MF","potassium channel activity","GO:0005267","1","0","54","616","1","9453","TC004130"
"GO:MF","lipid transporter activity","GO:0005319","1","0","49","616","4","9453","TC010839,TC013581,TC013602,TC014227"
"GO:MF","neurotransmitter transmembrane transporter activity","GO:0005326","1","0","19","616","1","9453","TC005842"
"GO:MF","dopamine:sodium symporter activity","GO:0005330","1","0","3","616","1","9453","TC005842"
"GO:MF","folic acid transmembrane transporter activity","GO:0008517","1","0","1","616","1","9453","TC004639"
"GO:MF","enzyme activator activity","GO:0008047","1","0","134","616","13","9453","TC002622,TC003222,TC004583,TC007618,TC007868,TC008716,TC008818,TC009818,TC013292,TC013589,TC015650,TC015747,TC015986"
"GO:MF","glutamate receptor activity","GO:0008066","1","0","41","616","1","9453","TC006171"
